Exchange ID,Top ID,Disp Order,Pay Item Name,Pay Item Num,Change Item Name,Change Item Num,Start Date,End Date
70362,7000,352,彩虹徽章,1,中距离跑鞋,50,2025-10-01 03:00:00,2050-08-01 14:59:59
70363,7000,353,彩虹徽章,1,长距离跑鞋,50,2025-10-01 03:00:00,2050-08-01 14:59:59
70364,7000,354,彩虹徽章,1,泥地跑鞋,50,2025-10-01 03:00:00,2050-08-01 14:59:59
70401,7000,401,彩虹徽章,1,菊花奖优胜锦旗,1,2017-05-31 15:00:00,2023-09-01 02:59:59
70402,7000,402,彩虹徽章,1,中山大奖赛优胜锦旗,1,2017-05-31 15:00:00,2023-09-01 02:59:59
70403,7000,403,彩虹徽章,1,二月锦标赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70404,7000,404,彩虹徽章,1,中京短途赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70405,7000,405,彩虹徽章,1,大阪杯优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70406,7000,406,彩虹徽章,1,樱花奖优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70407,7000,407,彩虹徽章,1,皋月奖优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70408,7000,408,彩虹徽章,1,天王奖（春）优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70409,7000,409,彩虹徽章,1,广播协会英里杯优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70410,7000,410,彩虹徽章,1,维多利亚英里赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70411,7000,411,彩虹徽章,1,奥克斯优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70412,7000,412,彩虹徽章,1,全国德比优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70413,7000,413,彩虹徽章,1,东京英里赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70414,7000,414,彩虹徽章,1,宝冢纪念优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70415,7000,415,彩虹徽章,1,短途者锦标赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70416,7000,416,彩虹徽章,1,秋华奖优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70417,7000,417,彩虹徽章,1,菊花奖优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70418,7000,418,彩虹徽章,1,天王奖（秋）优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70419,7000,419,彩虹徽章,1,英里冠军赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70420,7000,420,彩虹徽章,1,伊丽莎白女王杯优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70421,7000,421,彩虹徽章,1,全国杯优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70422,7000,422,彩虹徽章,1,全国冠军杯优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70423,7000,423,彩虹徽章,1,阪神初级少女杯赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70424,7000,424,彩虹徽章,1,朝日杯未来锦标赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70425,7000,425,彩虹徽章,1,中山大奖赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70426,7000,426,彩虹徽章,1,希望锦标赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70427,7000,427,彩虹徽章,1,全国泥地德比优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70428,7000,428,彩虹徽章,1,全国育成杯短途赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70429,7000,429,彩虹徽章,1,全国育成杯经典赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70430,7000,430,彩虹徽章,1,全国育成杯女士经典赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70431,7000,431,彩虹徽章,1,帝王奖优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70432,7000,432,彩虹徽章,1,东京盛典赛优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70433,7000,433,彩虹徽章,1,川崎纪念优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70434,7000,434,彩虹徽章,1,全国初级优俊优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70435,7000,435,彩虹徽章,1,柏市纪念优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70436,7000,436,彩虹徽章,1,英里冠军南部杯优胜锦旗,10,2023-09-01 03:00:00,2025-06-01 02:59:59
70437,7000,401,彩虹徽章,1,二月锦标赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70438,7000,402,彩虹徽章,1,中京短途赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70439,7000,403,彩虹徽章,1,大阪杯优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70440,7000,404,彩虹徽章,1,樱花奖优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70441,7000,405,彩虹徽章,1,皋月奖优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70442,7000,406,彩虹徽章,1,天王奖（春）优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70443,7000,407,彩虹徽章,1,广播协会英里杯优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70444,7000,408,彩虹徽章,1,维多利亚英里赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70445,7000,409,彩虹徽章,1,奥克斯优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70446,7000,410,彩虹徽章,1,全国德比优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70447,7000,411,彩虹徽章,1,东京英里赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70448,7000,412,彩虹徽章,1,宝冢纪念优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70449,7000,413,彩虹徽章,1,短途者锦标赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70450,7000,414,彩虹徽章,1,秋华奖优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70451,7000,415,彩虹徽章,1,菊花奖优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70452,7000,416,彩虹徽章,1,天王奖（秋）优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70453,7000,417,彩虹徽章,1,英里冠军赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70454,7000,418,彩虹徽章,1,伊丽莎白女王杯优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70455,7000,419,彩虹徽章,1,全国杯优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70456,7000,420,彩虹徽章,1,全国冠军杯优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70457,7000,421,彩虹徽章,1,阪神初级少女杯赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70458,7000,422,彩虹徽章,1,朝日杯未来锦标赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70459,7000,423,彩虹徽章,1,中山大奖赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70460,7000,424,彩虹徽章,1,希望锦标赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70461,7000,425,彩虹徽章,1,全国泥地德比优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70462,7000,426,彩虹徽章,1,全国育成杯短途赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70463,7000,427,彩虹徽章,1,全国育成杯经典赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70464,7000,428,彩虹徽章,1,全国育成杯女士经典赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70465,7000,429,彩虹徽章,1,帝王奖优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70466,7000,430,彩虹徽章,1,东京盛典赛优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70467,7000,431,彩虹徽章,1,川崎纪念优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70468,7000,432,彩虹徽章,1,全国初级优俊优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70469,7000,433,彩虹徽章,1,柏市纪念优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70470,7000,434,彩虹徽章,1,英里冠军南部杯优胜锦旗,10,2025-06-01 03:00:00,2025-10-01 02:59:59
70471,7000,401,彩虹徽章,1,二月锦标赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70472,7000,402,彩虹徽章,1,中京短途赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70473,7000,403,彩虹徽章,1,大阪杯优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70474,7000,404,彩虹徽章,1,樱花奖优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70475,7000,405,彩虹徽章,1,皋月奖优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70476,7000,406,彩虹徽章,1,天王奖（春）优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70477,7000,407,彩虹徽章,1,广播协会英里杯优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70478,7000,408,彩虹徽章,1,维多利亚英里赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70479,7000,409,彩虹徽章,1,奥克斯优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70480,7000,410,彩虹徽章,1,全国德比优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70481,7000,411,彩虹徽章,1,东京英里赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70482,7000,412,彩虹徽章,1,宝冢纪念优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70483,7000,413,彩虹徽章,1,短途者锦标赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70484,7000,414,彩虹徽章,1,秋华奖优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70485,7000,415,彩虹徽章,1,菊花奖优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70486,7000,416,彩虹徽章,1,天王奖（秋）优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70487,7000,417,彩虹徽章,1,英里冠军赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70488,7000,418,彩虹徽章,1,伊丽莎白女王杯优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70489,7000,419,彩虹徽章,1,全国杯优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70490,7000,420,彩虹徽章,1,全国冠军杯优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70491,7000,421,彩虹徽章,1,阪神初级少女杯赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70492,7000,422,彩虹徽章,1,朝日杯未来锦标赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70493,7000,423,彩虹徽章,1,中山大奖赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70494,7000,424,彩虹徽章,1,希望锦标赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70495,7000,425,彩虹徽章,1,全国泥地德比优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70496,7000,426,彩虹徽章,1,全国育成杯短途赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70497,7000,427,彩虹徽章,1,全国育成杯经典赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70498,7000,428,彩虹徽章,1,全国育成杯女士经典赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70499,7000,429,彩虹徽章,1,帝王奖优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70500,7000,430,彩虹徽章,1,东京盛典赛优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70501,7000,431,彩虹徽章,1,川崎纪念优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70502,7000,432,彩虹徽章,1,全国初级优俊优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70503,7000,433,彩虹徽章,1,柏市纪念优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
70504,7000,434,彩虹徽章,1,英里冠军南部杯优胜锦旗,10,2025-10-01 03:00:00,2050-08-01 14:59:59
71101,7001,101,金徽章,50,梦想光辉,1,2017-05-31 15:00:00,2023-03-01 02:59:59
71102,7001,101,金徽章,10,梦想光辉,1,2023-03-01 03:00:00,2023-09-01 02:59:59
71103,7001,101,金徽章,1,梦想光辉,1,2023-09-01 03:00:00,2050-08-01 14:59:59
71201,7001,201,金徽章,10,稀有或以上新人出道招募第1期,1,2017-05-31 15:00:00,2023-03-01 02:59:59
71202,7001,202,金徽章,10,养成优俊少女招募券,1,2017-05-31 15:00:00,2050-08-01 14:59:59
71203,7001,203,金徽章,10,协助卡招募券,1,2017-05-31 15:00:00,2050-08-01 14:59:59
71204,7001,201,金徽章,10,稀有或以上新人出道招募第3期,1,2023-03-01 03:00:00,2024-03-01 02:59:59
71205,7001,201,金徽章,10,SR以上メイクデビューガチャ第４R,1,2024-03-01 03:00:00,2025-03-01 02:59:59
71206,7001,201,金徽章,10,SR以上メイクデビューガチャ第５R,1,2025-03-01 03:00:00,2050-08-01 14:59:59
71251,7001,251,金徽章,5,启发书,1,2023-09-01 03:00:00,2050-08-01 14:59:59
71252,7001,252,金徽章,10,启发专业书,1,2023-09-01 03:00:00,2050-08-01 14:59:59
71253,7001,253,金徽章,20,稀有启发书,1,2023-09-01 03:00:00,2024-09-01 02:59:59
71254,7001,254,金徽章,30,稀有启发专业书,1,2023-09-01 03:00:00,2024-09-01 02:59:59
71255,7001,253,金徽章,20,稀有启发书,1,2024-09-01 03:00:00,2050-08-01 14:59:59
71256,7001,254,金徽章,30,稀有启发专业书,1,2024-09-01 03:00:00,2050-08-01 14:59:59
71257,7001,254,金徽章,5,闹钟,2,2025-05-21 03:00:00,2050-08-01 14:59:59
71301,7001,301,金徽章,1,协助积分,200,2017-05-31 15:00:00,2025-08-29 02:59:59
71350,7001,350,金徽章,1,短距离跑鞋,5,2024-03-12 03:00:00,2025-06-01 02:59:59
71351,7001,351,金徽章,1,英里跑鞋,5,2024-03-12 03:00:00,2025-06-01 02:59:59
71352,7001,352,金徽章,1,中距离跑鞋,5,2024-03-12 03:00:00,2025-06-01 02:59:59
71353,7001,353,金徽章,1,长距离跑鞋,5,2024-03-12 03:00:00,2025-06-01 02:59:59
71354,7001,354,金徽章,1,泥地跑鞋,5,2024-03-12 03:00:00,2025-06-01 02:59:59
71355,7001,350,金徽章,1,短距离跑鞋,5,2025-06-01 03:00:00,2025-10-01 02:59:59
71356,7001,351,金徽章,1,英里跑鞋,5,2025-06-01 03:00:00,2025-10-01 02:59:59
71357,7001,352,金徽章,1,中距离跑鞋,5,2025-06-01 03:00:00,2025-10-01 02:59:59
71358,7001,353,金徽章,1,长距离跑鞋,5,2025-06-01 03:00:00,2025-10-01 02:59:59
71359,7001,354,金徽章,1,泥地跑鞋,5,2025-06-01 03:00:00,2025-10-01 02:59:59
71360,7001,350,金徽章,1,短距离跑鞋,5,2025-10-01 03:00:00,2050-08-01 14:59:59
71361,7001,351,金徽章,1,英里跑鞋,5,2025-10-01 03:00:00,2050-08-01 14:59:59
71362,7001,352,金徽章,1,中距离跑鞋,5,2025-10-01 03:00:00,2050-08-01 14:59:59
71363,7001,353,金徽章,1,长距离跑鞋,5,2025-10-01 03:00:00,2050-08-01 14:59:59
71364,7001,354,金徽章,1,泥地跑鞋,5,2025-10-01 03:00:00,2050-08-01 14:59:59
71401,7001,401,金徽章,3,菊花奖优胜锦旗,1,2017-05-31 15:00:00,2023-09-01 02:59:59
71402,7001,402,金徽章,3,中山大奖赛优胜锦旗,1,2017-05-31 15:00:00,2023-09-01 02:59:59
71403,7001,403,金徽章,1,二月锦标赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71404,7001,404,金徽章,1,中京短途赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71405,7001,405,金徽章,1,大阪杯优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71406,7001,406,金徽章,1,樱花奖优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71407,7001,407,金徽章,1,皋月奖优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71408,7001,408,金徽章,1,天王奖（春）优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71409,7001,409,金徽章,1,广播协会英里杯优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71410,7001,410,金徽章,1,维多利亚英里赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71411,7001,411,金徽章,1,奥克斯优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71412,7001,412,金徽章,1,全国德比优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71413,7001,413,金徽章,1,东京英里赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71414,7001,414,金徽章,1,宝冢纪念优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71415,7001,415,金徽章,1,短途者锦标赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71416,7001,416,金徽章,1,秋华奖优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71417,7001,417,金徽章,1,菊花奖优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71418,7001,418,金徽章,1,天王奖（秋）优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71419,7001,419,金徽章,1,英里冠军赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71420,7001,420,金徽章,1,伊丽莎白女王杯优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71421,7001,421,金徽章,1,全国杯优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71422,7001,422,金徽章,1,全国冠军杯优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71423,7001,423,金徽章,1,阪神初级少女杯赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71424,7001,424,金徽章,1,朝日杯未来锦标赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71425,7001,425,金徽章,1,中山大奖赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71426,7001,426,金徽章,1,希望锦标赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71427,7001,427,金徽章,1,全国泥地德比优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71428,7001,428,金徽章,1,全国育成杯短途赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71429,7001,429,金徽章,1,全国育成杯经典赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71430,7001,430,金徽章,1,全国育成杯女士经典赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71431,7001,431,金徽章,1,帝王奖优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71432,7001,432,金徽章,1,东京盛典赛优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71433,7001,433,金徽章,1,川崎纪念优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71434,7001,434,金徽章,1,全国初级优俊优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71435,7001,435,金徽章,1,柏市纪念优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71436,7001,436,金徽章,1,英里冠军南部杯优胜锦旗,1,2023-09-01 03:00:00,2025-06-01 02:59:59
71437,7001,401,金徽章,1,二月锦标赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71438,7001,402,金徽章,1,中京短途赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71439,7001,403,金徽章,1,大阪杯优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71440,7001,404,金徽章,1,樱花奖优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71441,7001,405,金徽章,1,皋月奖优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71442,7001,406,金徽章,1,天王奖（春）优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71443,7001,407,金徽章,1,广播协会英里杯优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71444,7001,408,金徽章,1,维多利亚英里赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71445,7001,409,金徽章,1,奥克斯优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71446,7001,410,金徽章,1,全国德比优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71447,7001,411,金徽章,1,东京英里赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71448,7001,412,金徽章,1,宝冢纪念优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71449,7001,413,金徽章,1,短途者锦标赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71450,7001,414,金徽章,1,秋华奖优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71451,7001,415,金徽章,1,菊花奖优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71452,7001,416,金徽章,1,天王奖（秋）优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71453,7001,417,金徽章,1,英里冠军赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71454,7001,418,金徽章,1,伊丽莎白女王杯优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71455,7001,419,金徽章,1,全国杯优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71456,7001,420,金徽章,1,全国冠军杯优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71457,7001,421,金徽章,1,阪神初级少女杯赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71458,7001,422,金徽章,1,朝日杯未来锦标赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71459,7001,423,金徽章,1,中山大奖赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71460,7001,424,金徽章,1,希望锦标赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71461,7001,425,金徽章,1,全国泥地德比优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71462,7001,426,金徽章,1,全国育成杯短途赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71463,7001,427,金徽章,1,全国育成杯经典赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71464,7001,428,金徽章,1,全国育成杯女士经典赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71465,7001,429,金徽章,1,帝王奖优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71466,7001,430,金徽章,1,东京盛典赛优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71467,7001,431,金徽章,1,川崎纪念优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71468,7001,432,金徽章,1,全国初级优俊优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71469,7001,433,金徽章,1,柏市纪念优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71470,7001,434,金徽章,1,英里冠军南部杯优胜锦旗,1,2025-06-01 03:00:00,2025-10-01 02:59:59
71471,7001,401,金徽章,1,二月锦标赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71472,7001,402,金徽章,1,中京短途赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71473,7001,403,金徽章,1,大阪杯优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71474,7001,404,金徽章,1,樱花奖优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71475,7001,405,金徽章,1,皋月奖优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71476,7001,406,金徽章,1,天王奖（春）优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71477,7001,407,金徽章,1,广播协会英里杯优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71478,7001,408,金徽章,1,维多利亚英里赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71479,7001,409,金徽章,1,奥克斯优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71480,7001,410,金徽章,1,全国德比优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71481,7001,411,金徽章,1,东京英里赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71482,7001,412,金徽章,1,宝冢纪念优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71483,7001,413,金徽章,1,短途者锦标赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71484,7001,414,金徽章,1,秋华奖优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71485,7001,415,金徽章,1,菊花奖优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71486,7001,416,金徽章,1,天王奖（秋）优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71487,7001,417,金徽章,1,英里冠军赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71488,7001,418,金徽章,1,伊丽莎白女王杯优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71489,7001,419,金徽章,1,全国杯优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71490,7001,420,金徽章,1,全国冠军杯优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71491,7001,421,金徽章,1,阪神初级少女杯赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71492,7001,422,金徽章,1,朝日杯未来锦标赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71493,7001,423,金徽章,1,中山大奖赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71494,7001,424,金徽章,1,希望锦标赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71495,7001,425,金徽章,1,全国泥地德比优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71496,7001,426,金徽章,1,全国育成杯短途赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71497,7001,427,金徽章,1,全国育成杯经典赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
71498,7001,428,金徽章,1,全国育成杯女士经典赛优胜锦旗,1,2025-10-01 03:00:00,2050-08-01 14:59:59
